sample_name	index	round	extraction_kit	extraction_kit_round	extraction_kit_id	extraction_vendor	bead_beating	incubation	biomass_plate	biomass_sample	storage_solution	swab_type	sample_number	sample_technical_replicate	sample_type	sample_type_1	sample_type_2	sample_type_3	unique_sample_id	collection_timestamp	description	elevation	empo_1	empo_2	empo_3	env_biome	env_feature	env_material	env_package	fresh_frozen	geo_loc_name	host_age	host_age_units	host_body_habitat	host_body_mass_index	host_body_product	host_body_site	host_common_name	host_height	host_height_units	host_life_stage	host_scientific_name	host_subject_id	host_taxid	host_weight	host_weight_units	sex	latitude	longitude	physical_specimen_location	physical_specimen_remaining	dna_extracted	gdna_well_id	dna_conc_ng_ul	qc_16s_concentration	qc_230	qc_260	qc_260_230	qc_260_280	qc_280	qc_blank_230	qc_blank_260	qc_blank_280	qc_blank_320	qc_raw_230	qc_raw_260	qc_raw_280	qc_raw_320	qiita_study_id	scientific_name	taxon_id	title
12201.food.kimchi.2.2.norgen.H	not applicable	1	Norgen	Norgen	norgen	Norgen	not applicable	not applicable	high	high	not applicable	not applicable	4	not applicable	food	not applicable	kimchi	kimchi_container_2	food.kimchi.2.2	1/16/19	King's kimchi Korean marinated cabbage spicy (397 g jar)	193	Free-living	Non-saline	Surface (non-saline)	urban biome	fermented food product	fermented food product	misc environment	not applicable	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	food.kimchi.2	not applicable	not applicable	not applicable	not applicable	32.5	-117.25	UCSDMI	TRUE	True	G11	2.777	25.11	0.003	0.002	0.667	2	0.001	0.048	0.043	0.041	0.039	0.053	0.047	0.044	0.041	12201	food fermentation metagenome	1154581	Knight sample set for testing
12201.food.kimchi.2.3.norgen.H	not applicable	1	Norgen	Norgen	norgen	Norgen	not applicable	not applicable	high	high	not applicable	not applicable	4	not applicable	food	not applicable	kimchi	kimchi_container_2	food.kimchi.2.3	1/16/19	King's kimchi Korean marinated cabbage spicy (397 g jar)	193	Free-living	Non-saline	Surface (non-saline)	urban biome	fermented food product	fermented food product	misc environment	not applicable	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	food.kimchi.2	not applicable	not applicable	not applicable	not applicable	32.5	-117.25	UCSDMI	TRUE	True	H11	3.875	32.91	0.005	0.003	0.6	1.5	0.002	0.048	0.043	0.041	0.039	0.052	0.045	0.042	0.038	12201	food fermentation metagenome	1154581	Knight sample set for testing
12201.food.yogurt.1.1.norgen.H	not applicable	1	Norgen	Norgen	norgen	Norgen	not applicable	not applicable	high	high	not applicable	not applicable	1	not applicable	food	not applicable	yogurt	yogurt_container_1	food.yogurt.1.1	1/16/19	Chobani non-fat plain greek yogurt (150g)	193	Free-living	Non-saline	Surface (non-saline)	urban biome	dairy product	fermented dairy product	misc environment	not applicable	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	food.yogurt.1	not applicable	not applicable	not applicable	not applicable	32.5	-117.25	UCSDMI	TRUE	True	E10	3.736	30.46	0.026	0.003	0.115	0.75	0.004	0.048	0.043	0.041	0.039	0.077	0.049	0.048	0.042	12201	food fermentation metagenome	1154581	Knight sample set for testing
12201.food.yogurt.1.2.norgen.H	not applicable	1	Norgen	Norgen	norgen	Norgen	not applicable	not applicable	high	high	not applicable	not applicable	1	not applicable	food	not applicable	yogurt	yogurt_container_1	food.yogurt.1.2	1/16/19	Chobani non-fat plain greek yogurt (150g)	193	Free-living	Non-saline	Surface (non-saline)	urban biome	dairy product	fermented dairy product	misc environment	not applicable	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	food.yogurt.1	not applicable	not applicable	not applicable	not applicable	32.5	-117.25	UCSDMI	TRUE	True	F10	4.801	31.59	0.019	0.004	0.211	1	0.004	0.048	0.043	0.041	0.039	0.073	0.053	0.051	0.045	12201	food fermentation metagenome	1154581	Knight sample set for testing
12201.food.yogurt.1.3.norgen.H	not applicable	1	Norgen	Norgen	norgen	Norgen	not applicable	not applicable	high	high	not applicable	not applicable	1	not applicable	food	not applicable	yogurt	yogurt_container_1	food.yogurt.1.3	1/16/19	Chobani non-fat plain greek yogurt (150g)	193	Free-living	Non-saline	Surface (non-saline)	urban biome	dairy product	fermented dairy product	misc environment	not applicable	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	food.yogurt.1	not applicable	not applicable	not applicable	not applicable	32.5	-117.25	UCSDMI	TRUE	True	G10	7.042	35.48	0.027	0.006	0.222	1	0.006	0.048	0.043	0.041	0.039	0.075	0.049	0.047	0.039	12201	food fermentation metagenome	1154581	Knight sample set for testing
12201.food.yogurt.2.1.norgen.H	not applicable	1	Norgen	Norgen	norgen	Norgen	not applicable	not applicable	high	high	not applicable	not applicable	2	not applicable	food	not applicable	yogurt	yogurt_container_2	food.yogurt.2.1	1/16/19	Chobani non-fat plain greek yogurt (150g)	193	Free-living	Non-saline	Surface (non-saline)	urban biome	dairy product	fermented dairy product	misc environment	not applicable	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	food.yogurt.2	not applicable	not applicable	not applicable	not applicable	32.5	-117.25	UCSDMI	TRUE	True	H10	5.926	19.15	0.03	0.005	0.167	1	0.005	0.048	0.043	0.041	0.039	0.078	0.048	0.046	0.039	12201	food fermentation metagenome	1154581	Knight sample set for testing
12201.food.yogurt.2.2.norgen.H	not applicable	1	Norgen	Norgen	norgen	Norgen	not applicable	not applicable	high	high	not applicable	not applicable	2	not applicable	food	not applicable	yogurt	yogurt_container_2	food.yogurt.2.2	1/16/19	Chobani non-fat plain greek yogurt (150g)	193	Free-living	Non-saline	Surface (non-saline)	urban biome	dairy product	fermented dairy product	misc environment	not applicable	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	food.yogurt.2	not applicable	not applicable	not applicable	not applicable	32.5	-117.25	UCSDMI	TRUE	True	A11	12.877	53.48	0.038	0.012	0.316	1.2	0.01	0.048	0.043	0.041	0.039	0.087	0.056	0.052	0.04	12201	food fermentation metagenome	1154581	Knight sample set for testing
12201.food.yogurt.2.3.norgen.H	not applicable	1	Norgen	Norgen	norgen	Norgen	not applicable	not applicable	high	high	not applicable	not applicable	2	not applicable	food	not applicable	yogurt	yogurt_container_2	food.yogurt.2.3	1/16/19	Chobani non-fat plain greek yogurt (150g)	193	Free-living	Non-saline	Surface (non-saline)	urban biome	dairy product	fermented dairy product	misc environment	not applicable	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	food.yogurt.2	not applicable	not applicable	not applicable	not applicable	32.5	-117.25	UCSDMI	TRUE	True	B11	10.886	47.18	0.033	0.01	0.303	1.25	0.008	0.048	0.043	0.041	0.039	0.081	0.053	0.049	0.039	12201	food fermentation metagenome	1154581	Knight sample set for testing
12201.hbm.W.1.norgen.L	not applicable	1	Norgen	Norgen	norgen	Norgen	not applicable	not applicable	low	low	not applicable	not applicable	1	not applicable	milk	not applicable	human milk	human.milk.W	milk.human.W.1	2019	200 ul aliquotted from about 5 mL breastmilk from an unknown donor	193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	breast milk	human-associated	not applicable	USA:CA:San Diego	not provided	years	UBERON:milk	not provided	UBERON:milk	UBERON:milk	human	not provided	not provided	adult	Homo sapiens	human.milk.W	9606	not provided	not provided	not provided	32.5	-117.25	UCSDMI	TRUE	True	A1	13.897	3.95	0.149	0.013	0.087	0.591	0.022	0.048	0.043	0.041	0.039	0.203	0.062	0.069	0.045	12201	human metagenome	646099	Knight sample set for testing
12201.hbm.W.2.norgen.L	not applicable	1	Norgen	Norgen	norgen	Norgen	not applicable	not applicable	low	low	not applicable	not applicable	1	not applicable	milk	not applicable	human milk	human.milk.W	milk.human.W.2	2019	200 ul aliquotted from about 5 mL breastmilk from an unknown donor	193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	breast milk	human-associated	not applicable	USA:CA:San Diego	not provided	years	UBERON:milk	not provided	UBERON:milk	UBERON:milk	human	not provided	not provided	adult	Homo sapiens	human.milk.W	9606	not provided	not provided	not provided	32.5	-117.25	UCSDMI	TRUE	True	B1	34.452	3.78	0.205	0.033	0.161	0.892	0.037	0.048	0.043	0.041	0.039	0.256	0.079	0.081	0.042	12201	human metagenome	646099	Knight sample set for testing
12201.hbm.W.3.norgen.L	not applicable	1	Norgen	Norgen	norgen	Norgen	not applicable	not applicable	low	low	not applicable	not applicable	1	not applicable	milk	not applicable	human milk	human.milk.W	milk.human.W.3	2019	200 ul aliquotted from about 5 mL breastmilk from an unknown donor	193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	breast milk	human-associated	not applicable	USA:CA:San Diego	not provided	years	UBERON:milk	not provided	UBERON:milk	UBERON:milk	human	not provided	not provided	adult	Homo sapiens	human.milk.W	9606	not provided	not provided	not provided	32.5	-117.25	UCSDMI	TRUE	True	C1	18.092	3.76	0.163	0.017	0.104	0.654	0.026	0.048	0.043	0.041	0.039	0.214	0.063	0.07	0.042	12201	human metagenome	646099	Knight sample set for testing
12201.hbm.X.1.norgen.L	not applicable	1	Norgen	Norgen	norgen	Norgen	not applicable	not applicable	low	low	not applicable	not applicable	2	not applicable	milk	not applicable	human milk	human.milk.X	milk.human.X.1	2019	200 ul aliquotted from about 5 mL breastmilk from an unknown donor	193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	breast milk	human-associated	not applicable	USA:CA:San Diego	not provided	years	UBERON:milk	not provided	UBERON:milk	UBERON:milk	human	not provided	not provided	adult	Homo sapiens	human.milk.X	9606	not provided	not provided	not provided	32.5	-117.25	UCSDMI	TRUE	True	D1	42.745	3.71	0.299	0.041	0.137	0.804	0.051	0.048	0.043	0.041	0.039	0.376	0.113	0.121	0.068	12201	human metagenome	646099	Knight sample set for testing
12201.hbm.X.2.norgen.L	not applicable	1	Norgen	Norgen	norgen	Norgen	not applicable	not applicable	low	low	not applicable	not applicable	2	not applicable	milk	not applicable	human milk	human.milk.X	milk.human.X.2	2019	200 ul aliquotted from about 5 mL breastmilk from an unknown donor	193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	breast milk	human-associated	not applicable	USA:CA:San Diego	not provided	years	UBERON:milk	not provided	UBERON:milk	UBERON:milk	human	not provided	not provided	adult	Homo sapiens	human.milk.X	9606	not provided	not provided	not provided	32.5	-117.25	UCSDMI	TRUE	True	E1	36.795	3.22	0.284	0.035	0.123	0.745	0.047	0.048	0.043	0.041	0.039	0.353	0.099	0.109	0.06	12201	human metagenome	646099	Knight sample set for testing
12201.hbm.X.3.norgen.L	not applicable	1	Norgen	Norgen	norgen	Norgen	not applicable	not applicable	low	low	not applicable	not applicable	2	not applicable	milk	not applicable	human milk	human.milk.X	milk.human.X.3	2019	200 ul aliquotted from about 5 mL breastmilk from an unknown donor	193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	breast milk	human-associated	not applicable	USA:CA:San Diego	not provided	years	UBERON:milk	not provided	UBERON:milk	UBERON:milk	human	not provided	not provided	adult	Homo sapiens	human.milk.X	9606	not provided	not provided	not provided	32.5	-117.25	UCSDMI	TRUE	True	F1	33.025	4.05	0.246	0.031	0.126	0.756	0.041	0.048	0.043	0.041	0.039	0.31	0.09	0.098	0.055	12201	human metagenome	646099	Knight sample set for testing
12201.mc.d1.1.norgen.L	not applicable	1	Norgen	Norgen	norgen	Norgen	not applicable	not applicable	low	variable	not applicable	not applicable	not applicable	not applicable	mock community	not applicable	ZymoBIOMICS Microbial Community Standard II	ZymoBIOMICS Microbial Community Standard II	mock_community.d1	2019	ZymoBIOMICS Microbial Community Standard II (Log Distribution) cat# D6310	193	Control	Positive	Mock community	urban biome	research facility	cell culture	misc environment	not applicable	USA:CA:San Diego	not applicable	years	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	mock.community	not applicable	not applicable	not applicable	not applicable	32.5	-117.25	UCSDMI	TRUE	True	A10	-0.382	34.5	0.004	-0.001	-0.25	1	-0.001	0.048	0.043	0.041	0.039	0.054	0.044	0.042	0.041	12201	synthetic metagenome	1235509	Knight sample set for testing
12201.mc.d1.2.norgen.L	not applicable	1	Norgen	Norgen	norgen	Norgen	not applicable	not applicable	low	variable	not applicable	not applicable	not applicable	not applicable	mock community	not applicable	ZymoBIOMICS Microbial Community Standard II	ZymoBIOMICS Microbial Community Standard II	mock_community.d1	2019	ZymoBIOMICS Microbial Community Standard II (Log Distribution) cat# D6310	193	Control	Positive	Mock community	urban biome	research facility	cell culture	misc environment	not applicable	USA:CA:San Diego	not applicable	years	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	mock.community	not applicable	not applicable	not applicable	not applicable	32.5	-117.25	UCSDMI	TRUE	True	B10	1.665	39.15	0.002	0.001	0.5		0	0.048	0.043	0.041	0.039	0.049	0.043	0.04	0.038	12201	synthetic metagenome	1235509	Knight sample set for testing
12201.mc.d1.3.norgen.L	not applicable	1	Norgen	Norgen	norgen	Norgen	not applicable	not applicable	low	variable	not applicable	not applicable	not applicable	not applicable	mock community	not applicable	ZymoBIOMICS Microbial Community Standard II	ZymoBIOMICS Microbial Community Standard II	mock_community.d1	2019	ZymoBIOMICS Microbial Community Standard II (Log Distribution) cat# D6310	193	Control	Positive	Mock community	urban biome	research facility	cell culture	misc environment	not applicable	USA:CA:San Diego	not applicable	years	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	mock.community	not applicable	not applicable	not applicable	not applicable	32.5	-117.25	UCSDMI	TRUE	True	C10	1.672	57.38	0.001	0.001	1		0	0.048	0.043	0.041	0.039	0.048	0.043	0.04	0.038	12201	synthetic metagenome	1235509	Knight sample set for testing
12201.mc.d2.1.norgen.L	not applicable	1	Norgen	Norgen	norgen	Norgen	not applicable	not applicable	low	variable	not applicable	not applicable	not applicable	not applicable	mock community	not applicable	ZymoBIOMICS Microbial Community Standard II	ZymoBIOMICS Microbial Community Standard II	mock_community.d2	2019	ZymoBIOMICS Microbial Community Standard II (Log Distribution) cat# D6310	193	Control	Positive	Mock community	urban biome	research facility	cell culture	misc environment	not applicable	USA:CA:San Diego	not applicable	years	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	mock.community	not applicable	not applicable	not applicable	not applicable	32.5	-117.25	UCSDMI	TRUE	True	D10	0.642	20.9	0.003	0	0		0	0.048	0.043	0.041	0.039	0.052	0.044	0.042	0.04	12201	synthetic metagenome	1235509	Knight sample set for testing
12201.mc.d2.2.norgen.L	not applicable	1	Norgen	Norgen	norgen	Norgen	not applicable	not applicable	low	variable	not applicable	not applicable	not applicable	not applicable	mock community	not applicable	ZymoBIOMICS Microbial Community Standard II	ZymoBIOMICS Microbial Community Standard II	mock_community.d2	2019	ZymoBIOMICS Microbial Community Standard II (Log Distribution) cat# D6310	193	Control	Positive	Mock community	urban biome	research facility	cell culture	misc environment	not applicable	USA:CA:San Diego	not applicable	years	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	mock.community	not applicable	not applicable	not applicable	not applicable	32.5	-117.25	UCSDMI	TRUE	True	E10	-0.387	9.01	-0.001	-0.001	1	1	-0.001	0.048	0.043	0.041	0.039	0.054	0.049	0.047	0.046	12201	synthetic metagenome	1235509	Knight sample set for testing
12201.mc.d2.3.norgen.L	not applicable	1	Norgen	Norgen	norgen	Norgen	not applicable	not applicable	low	variable	not applicable	not applicable	not applicable	not applicable	mock community	not applicable	ZymoBIOMICS Microbial Community Standard II	ZymoBIOMICS Microbial Community Standard II	mock_community.d2	2019	ZymoBIOMICS Microbial Community Standard II (Log Distribution) cat# D6310	193	Control	Positive	Mock community	urban biome	research facility	cell culture	misc environment	not applicable	USA:CA:San Diego	not applicable	years	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	mock.community	not applicable	not applicable	not applicable	not applicable	32.5	-117.25	UCSDMI	TRUE	True	F10	1.687	14.44	0.001	0.001	1		0	0.048	0.043	0.041	0.039	0.048	0.043	0.04	0.038	12201	synthetic metagenome	1235509	Knight sample set for testing
12201.mc.d3.1.norgen.L	not applicable	1	Norgen	Norgen	norgen	Norgen	not applicable	not applicable	low	variable	not applicable	not applicable	not applicable	not applicable	mock community	not applicable	ZymoBIOMICS Microbial Community Standard II	ZymoBIOMICS Microbial Community Standard II	mock_community.d3	2019	ZymoBIOMICS Microbial Community Standard II (Log Distribution) cat# D6310	193	Control	Positive	Mock community	urban biome	research facility	cell culture	misc environment	not applicable	USA:CA:San Diego	not applicable	years	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	mock.community	not applicable	not applicable	not applicable	not applicable	32.5	-117.25	UCSDMI	TRUE	True	G10	1.727	7.28	0.003	0.001	0.333		0	0.048	0.043	0.041	0.039	0.051	0.044	0.041	0.039	12201	synthetic metagenome	1235509	Knight sample set for testing
12201.mc.d3.2.norgen.L	not applicable	1	Norgen	Norgen	norgen	Norgen	not applicable	not applicable	low	variable	not applicable	not applicable	not applicable	not applicable	mock community	not applicable	ZymoBIOMICS Microbial Community Standard II	ZymoBIOMICS Microbial Community Standard II	mock_community.d3	2019	ZymoBIOMICS Microbial Community Standard II (Log Distribution) cat# D6310	193	Control	Positive	Mock community	urban biome	research facility	cell culture	misc environment	not applicable	USA:CA:San Diego	not applicable	years	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	mock.community	not applicable	not applicable	not applicable	not applicable	32.5	-117.25	UCSDMI	TRUE	True	H10	1.712	10.48	0.005	0.001	0.2	1	0.001	0.048	0.043	0.041	0.039	0.053	0.044	0.042	0.039	12201	synthetic metagenome	1235509	Knight sample set for testing
12201.mc.d3.3.norgen.L	not applicable	1	Norgen	Norgen	norgen	Norgen	not applicable	not applicable	low	variable	not applicable	not applicable	not applicable	not applicable	mock community	not applicable	ZymoBIOMICS Microbial Community Standard II	ZymoBIOMICS Microbial Community Standard II	mock_community.d3	2019	ZymoBIOMICS Microbial Community Standard II (Log Distribution) cat# D6310	193	Control	Positive	Mock community	urban biome	research facility	cell culture	misc environment	not applicable	USA:CA:San Diego	not applicable	years	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	mock.community	not applicable	not applicable	not applicable	not applicable	32.5	-117.25	UCSDMI	TRUE	True	A11	0.637	9.98	0.001	0	0	0	-0.001	0.048	0.043	0.041	0.039	0.05	0.044	0.041	0.04	12201	synthetic metagenome	1235509	Knight sample set for testing
12201.mc.d4.1.norgen.L	not applicable	1	Norgen	Norgen	norgen	Norgen	not applicable	not applicable	low	variable	not applicable	not applicable	not applicable	not applicable	mock community	not applicable	ZymoBIOMICS Microbial Community Standard II	ZymoBIOMICS Microbial Community Standard II	mock_community.d4	2019	ZymoBIOMICS Microbial Community Standard II (Log Distribution) cat# D6310	193	Control	Positive	Mock community	urban biome	research facility	cell culture	misc environment	not applicable	USA:CA:San Diego	not applicable	years	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	mock.community	not applicable	not applicable	not applicable	not applicable	32.5	-117.25	UCSDMI	TRUE	True	B11	1.665	5.03	0.002	0.001	0.5	1	0.001	0.048	0.043	0.041	0.039	0.049	0.043	0.041	0.038	12201	synthetic metagenome	1235509	Knight sample set for testing
12201.mc.d4.2.norgen.L	not applicable	1	Norgen	Norgen	norgen	Norgen	not applicable	not applicable	low	variable	not applicable	not applicable	not applicable	not applicable	mock community	not applicable	ZymoBIOMICS Microbial Community Standard II	ZymoBIOMICS Microbial Community Standard II	mock_community.d4	2019	ZymoBIOMICS Microbial Community Standard II (Log Distribution) cat# D6310	193	Control	Positive	Mock community	urban biome	research facility	cell culture	misc environment	not applicable	USA:CA:San Diego	not applicable	years	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	mock.community	not applicable	not applicable	not applicable	not applicable	32.5	-117.25	UCSDMI	TRUE	True	C11	1.668	4.74	0.002	0.001	0.5	-1.44E+14	-6.94E-18	0.048	0.043	0.041	0.039	0.052	0.046	0.043	0.041	12201	synthetic metagenome	1235509	Knight sample set for testing
12201.mc.d4.3.norgen.L	not applicable	1	Norgen	Norgen	norgen	Norgen	not applicable	not applicable	low	variable	not applicable	not applicable	not applicable	not applicable	mock community	not applicable	ZymoBIOMICS Microbial Community Standard II	ZymoBIOMICS Microbial Community Standard II	mock_community.d4	2019	ZymoBIOMICS Microbial Community Standard II (Log Distribution) cat# D6310	193	Control	Positive	Mock community	urban biome	research facility	cell culture	misc environment	not applicable	USA:CA:San Diego	not applicable	years	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	mock.community	not applicable	not applicable	not applicable	not applicable	32.5	-117.25	UCSDMI	TRUE	True	D11	1.669	4.2	0.003	0.001	0.333		0	0.048	0.043	0.041	0.039	0.051	0.044	0.041	0.039	12201	synthetic metagenome	1235509	Knight sample set for testing
12201.mc.d5.1.norgen.L	not applicable	1	Norgen	Norgen	norgen	Norgen	not applicable	not applicable	low	variable	not applicable	not applicable	not applicable	not applicable	mock community	not applicable	ZymoBIOMICS Microbial Community Standard II	ZymoBIOMICS Microbial Community Standard II	mock_community.d5	2019	ZymoBIOMICS Microbial Community Standard II (Log Distribution) cat# D6310	193	Control	Positive	Mock community	urban biome	research facility	cell culture	misc environment	not applicable	USA:CA:San Diego	not applicable	years	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	mock.community	not applicable	not applicable	not applicable	not applicable	32.5	-117.25	UCSDMI	TRUE	True	E11	1.678	5.29	0.002	0.001	0.5		0	0.048	0.043	0.041	0.039	0.05	0.044	0.041	0.039	12201	synthetic metagenome	1235509	Knight sample set for testing
12201.mc.d5.2.norgen.L	not applicable	1	Norgen	Norgen	norgen	Norgen	not applicable	not applicable	low	variable	not applicable	not applicable	not applicable	not applicable	mock community	not applicable	ZymoBIOMICS Microbial Community Standard II	ZymoBIOMICS Microbial Community Standard II	mock_community.d5	2019	ZymoBIOMICS Microbial Community Standard II (Log Distribution) cat# D6310	193	Control	Positive	Mock community	urban biome	research facility	cell culture	misc environment	not applicable	USA:CA:San Diego	not applicable	years	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	mock.community	not applicable	not applicable	not applicable	not applicable	32.5	-117.25	UCSDMI	TRUE	True	F11	1.697	3.67	0.001	0.001	1		0	0.048	0.043	0.041	0.039	0.049	0.044	0.041	0.039	12201	synthetic metagenome	1235509	Knight sample set for testing
12201.mc.d5.3.norgen.L	not applicable	1	Norgen	Norgen	norgen	Norgen	not applicable	not applicable	low	variable	not applicable	not applicable	not applicable	not applicable	mock community	not applicable	ZymoBIOMICS Microbial Community Standard II	ZymoBIOMICS Microbial Community Standard II	mock_community.d5	2019	ZymoBIOMICS Microbial Community Standard II (Log Distribution) cat# D6310	193	Control	Positive	Mock community	urban biome	research facility	cell culture	misc environment	not applicable	USA:CA:San Diego	not applicable	years	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	mock.community	not applicable	not applicable	not applicable	not applicable	32.5	-117.25	UCSDMI	TRUE	True	G11	2.777	5.47	0.004	0.002	0.5	1	0.002	0.048	0.043	0.041	0.039	0.054	0.047	0.045	0.041	12201	synthetic metagenome	1235509	Knight sample set for testing
12201.mc.d6.1.norgen.L	not applicable	1	Norgen	Norgen	norgen	Norgen	not applicable	not applicable	low	variable	not applicable	not applicable	not applicable	not applicable	mock community	not applicable	ZymoBIOMICS Microbial Community Standard II	ZymoBIOMICS Microbial Community Standard II	mock_community.d6	2019	ZymoBIOMICS Microbial Community Standard II (Log Distribution) cat# D6310	193	Control	Positive	Mock community	urban biome	research facility	cell culture	misc environment	not applicable	USA:CA:San Diego	not applicable	years	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	mock.community	not applicable	not applicable	not applicable	not applicable	32.5	-117.25	UCSDMI	TRUE	True	H11	1.737	5.17	0.002	0.001	0.5		0	0.048	0.043	0.041	0.039	0.05	0.044	0.041	0.039	12201	synthetic metagenome	1235509	Knight sample set for testing
12201.mc.d6.2.norgen.L	not applicable	1	Norgen	Norgen	norgen	Norgen	not applicable	not applicable	low	variable	not applicable	not applicable	not applicable	not applicable	mock community	not applicable	ZymoBIOMICS Microbial Community Standard II	ZymoBIOMICS Microbial Community Standard II	mock_community.d6	2019	ZymoBIOMICS Microbial Community Standard II (Log Distribution) cat# D6310	193	Control	Positive	Mock community	urban biome	research facility	cell culture	misc environment	not applicable	USA:CA:San Diego	not applicable	years	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	mock.community	not applicable	not applicable	not applicable	not applicable	32.5	-117.25	UCSDMI	TRUE	True	A12	0.637	4.47	0.002	0	0	0	-0.001	0.048	0.043	0.041	0.039	0.052	0.045	0.042	0.041	12201	synthetic metagenome	1235509	Knight sample set for testing
12201.mc.d6.3.norgen.L	not applicable	1	Norgen	Norgen	norgen	Norgen	not applicable	not applicable	low	variable	not applicable	not applicable	not applicable	not applicable	mock community	not applicable	ZymoBIOMICS Microbial Community Standard II	ZymoBIOMICS Microbial Community Standard II	mock_community.d6	2019	ZymoBIOMICS Microbial Community Standard II (Log Distribution) cat# D6310	193	Control	Positive	Mock community	urban biome	research facility	cell culture	misc environment	not applicable	USA:CA:San Diego	not applicable	years	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	mock.community	not applicable	not applicable	not applicable	not applicable	32.5	-117.25	UCSDMI	TRUE	True	B12	1.665	4.76	0.004	0.001	0.25	1	0.001	0.048	0.043	0.041	0.039	0.051	0.043	0.041	0.038	12201	synthetic metagenome	1235509	Knight sample set for testing
12201.mc.d7.1.norgen.L	not applicable	1	Norgen	Norgen	norgen	Norgen	not applicable	not applicable	low	variable	not applicable	not applicable	not applicable	not applicable	mock community	not applicable	ZymoBIOMICS Microbial Community Standard II	ZymoBIOMICS Microbial Community Standard II	mock_community.d7	2019	ZymoBIOMICS Microbial Community Standard II (Log Distribution) cat# D6310	193	Control	Positive	Mock community	urban biome	research facility	cell culture	misc environment	not applicable	USA:CA:San Diego	not applicable	years	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	mock.community	not applicable	not applicable	not applicable	not applicable	32.5	-117.25	UCSDMI	TRUE	True	C12	1.672	5.93	0.003	0.001	0.333		0	0.048	0.043	0.041	0.039	0.052	0.045	0.042	0.04	12201	synthetic metagenome	1235509	Knight sample set for testing
